Text,Sentiment
"4 very big ???zongzi) for lunch, ate more, but not work more.Work less but eat more, whatĘ can I do w/h it? Too useless become.",-1
"sososo bummed, like really bummed, i hate this rain, ruin my date...",-1
"Working late at night on a Dell notebook, Dell's quality has gone down hill, warrenty service sucks too, poor peopleĘ buy a Mac instead",-1
Wow. That hurt way worse than i thought it would.,-1
Why do none of my thoughts make sense when I'm sober?,-1
@MsAKAtainment I know rightĘ but hopefully something comes up though,1
I cant to sleep and tomorrow i must wake up too early,-1
"so bored, i have a headache.",-1
feels like crap whenever she lays down. @)(1+-'$#! I hate heartburn &amp; backaches!,-1
@katiefreeze I miss you!!!! It's lonely and empty without you!Ę http://yfrog.com/3o3zxoj,-1
Missing Everyone,-1
"Should have gone to bed ages ago, damn you tedtalks!Ę Gotta get up early too",-1
another build failed! something is not right in the big scheme of things!,-1
I keep on falling asleep when I'm suppose to be awake. I miss my babyy..,-1
On my way to nottingham..I so don't want to be going,-1
I need to wake up earlier so I'm actually tired enough to fall asleep,-1
@Jordalynn omg you've never seen 'the Ring' its a creppy ass movie,-1
@AnnetteStatus I luv urs! admitting niley with a kiss (: but then they change their mindsĘ haha &amp; demi/sterling (: not jemi but still cute,1
@ecctv If it makes you feel better I lost 10 overnight cause I posted a picture of a baby,1
is still sickĘ sigh,-1
i feel really weird,-1
@future_perfect I'm trying to self learn photoshop but it's not going so well!,-1
Steam Punlk fashion show at Anime North and for the first year since TorCon we aren't back til @Anticipationsf &amp; missed it,-1
my throat hurtsĘ gonna go read and go to bed. text mee!,-1
I am dying to hangout on a Friday afternoon...,1
mannnn..... @alllyy_ got an iphone!!! im jealous....Ę http://bit.ly/NgnaR,-1
Wondering how come mcdonalds take so long to deliver my food.,-1
"@desdoulas Ya, the weather has been super weird here. It looked like it was gonna rain today but of course it didn't, darnitt,",-1
"@kenyaimagine ... much more injustice than we can imagine now. It will get worse before it gets better, I am afraid. No doubt here. Sorry",-1
Will miss nostalgia ... everyone please kick tushar,-1
Sooo.....I'm kind of sick n tired of the bs that guys dish outĘ !!!!!!!!,-1
"@StarOnMaineSt idk lol my head hurts. rly bad. &amp; so does my stomach... hmm... personally, i think its from all the #s ive had 2 deal wit",-1
@keytar @badtwin BUT THEY ARE EXPENSIVE.,-1
"WTF facebook just cleared out my whole survey and i was on the last q, this night gets better and betterĘ what else is next?",1
@Deziree_Divine take my advice lookin through the phone cost me my relationship,1
Its weird being at the guy's house without them here. I don't like it,-1
FUCK wasting deodorant... i aint goin no where... i aint havin companyĘ let me funk it to ya!,-1
@summer_eyes I wish I knew!Ę The curse of Tumblr.,1
Just finished watching the series return of the Chasers War on Everything - really quite crap compared to how it used to be,-1
http://twitpic.com/664b7 - miss my bestfriend :'( now she left school,-1
OUCH! my earphones just shocked me,-1
@allyycase I'm trying to sleep!!! It's not working,-1
Tummy hurts,-1
"@allysonalfonso haha, its under 18 :@ so ive got no one to go withĘ curse none of my friends liking TAI lol",-1
"Gorgeous weather, but no bike",1
Blackout in the city is never good,-1
@angelazodiak Aww maybe i traumatized her.,-1
"@mrskutcherĘ Where I live, all the small markets deliver their day-old bread to the food bank, but times are really tough, even for me",-1
Ugh. Too much happened today. I really need a hug,-1
boring. i wanna go for taekwando,-1
My tongue still hurts.Ę I need to sleep!!!,-1
@JWess awwwĘ ok lol hopefully by than im still here and not back over in the states,1
needs a little lie down. not feeling great today. boo,-1
Have decided I just can't stand @GuyKawasaki's Alltop spam any longer.,-1
i miss rich,-1
"THIS TWITTER SHIT BORES ME, NOW I C Y I HAVEN'T BEEN ON HERE IN A MONTH",-1
home from ice cream tweet-up (my very first tweet-up!) No pics because my camera battery died last night and i forgot to charge it,-1
"@scotty_mcc bye, Scotty!Ę i'm gonna miss you. ily&lt;333",1
New Comment On Jowki:Ę I wish I had the time to blog more oftenĘ http://cli.gs/ZzRe1P,1
@professor12 gray! .... i so feel neglected,-1
@Desert_Star95 oh so you know how I feel thenĘ Damn representative for bank of america tried to make it sound like I did it. What a b ...,-1
Doing a mass cleanout of my room before rearranging it. Just sent mother out to buy me a bin and a bookshelf since mine sucks. Bad mood,-1
@xMyLifesAStoryx rob got lucky that game he beat me 209-205,1
"feeling really sickĘ watching the fifth element, and about to smoke a cigg. ugh i hate colds!",-1
Bah I don't think @bing's FB fan page will get to 7500,-1
@markiti The sweety sat on the table this morning...Just woke up! Very sweet! Oh...btw...I think i'll be home around 7 pm!!!Ę Xxx,1
bruise on knee will make it hard to skate tomorrow.,-1
"@hobosexual lol.Ę When I went to buy my new laptop in Feb., I already knew, lol, but I looked anyway and walked away sadfaced. :/",-1
FYI no internets until THURSTAG!!!! after saturdayĘ i have a feeling i will become 800x more productive during those days.,1
Sitting by myself. Everyone took the good seats.,1
NO FREE WIFI!?!? My vacay is ruined!!!!,-1
@mattpro13 Maatt Havent spoken to you in ages dudeeeĘ Dont forget bout ur Aussie fanĘ ;) lool. Love ya xx,1
@DHughesy ME! oh wait wrong state,-1
"It's fucking cold here north now! It was like 77 DF yesterday where I was, here it's 37,4",-1
Trying to sleep without any pills... Not working. 3am and wide awake. But now it's too late to take them because I'll sleep til 3pm,-1
Phone will die soon. What to do now? Oh no!,-1
Sorry was that mean,-1
Dogs eyes seem bad. Just forked out on new washing machine so why not a vets bill to top it off eh?!?!,-1
I can't sleep. I can't find my grandmother's quilt or locket. I'm sick at myself cause I may have lost them somehow. Or they were stolen,-1
Bummed that F! F! F! broke up,-1
I signed up for an account on a political website so I could post a comment but it isn't working.,-1
How Come I Can Never Sleep Past?? Not Good,-1
@Sageey My public talk in July got canceled and I don't know why.,-1
@typicalrouse I would but its like 1800 or 1000+ milesĘ gas prices are crazy im doing alpine next summer most def,-1
"Feeling so rough today, just want a cuddle and some sleep",-1
has had the flu pass unto me by andy...went shopping and got fresh chicken for chicken soup...but no d&amp;d this sat ...is a sad panda,-1
not well,-1
@Miss_Rain oh what the hellĘ way to tell me.,-1
Wish I lived in or atleast relatively close to Ohio! Ę Haven't seen @SmallTown_Troy or @Derk_McLoven in almost a year.,-1
@theblackestsea oh crap!!,-1
@shaundiviney i didnt get the msg!! :'( but i bought princess,-1
"I'm so unhappy being here. I hate it. It's affecting everything. My relationships with people, my personality, my attitude...",-1
feeling extremally ill,-1
@Madush oh my... now im offended.Ę ha,-1
&quot;my name is Tony!!!!!! ...not hey!!!!&quot; -Ę poor tony,-1
back time.Ę I wish I was a teenager again. I wish I could feel healthy again. I can't remember what it's like to feel healthy anymore.,-1
"To all my friends: Im deeply sorry i'm moving, i will miss u all so very very much!",-1
Where is my bestie when i need him @iAmcertiPHIed,-1
Damn i have something to say and no one is listening,-1
I miss the old healthy me and I am loosing faith that I ever will be again,-1
"gonna get off to try and catch some Z's, no more high school after tomorrow! which really sucksĘ i wish i didn.. http://tinyurl.com/lk9ag8",-1
Rawr and whatnot. I am having a godawful drawing night tonight... even less progress has been made than I expected.,-1
now aches &amp; chills have joined the party. Why couldn't the cold just go away? It had to get worse?,-1
"@sensonize ohh sorry , thats someone else's picĘ my bad",-1
bed. with stomach ache,-1
@Bam_Hall Is that why you aint answer my call? Thought we were homies!?,-1
@Tinkabellastar no. my school will start on June1.Ę two days to go. i still don't want. :l,-1
"facebook quizzes are one cure of boredom haha, my teeth/mouth hurts",1
lappy charger is completely dead... conserving what's left of the battery until i can afford to buy a new one,-1
Summer Glau to appear in Dollhouse next year http://tinyurl.com/mnrezc... I still can't believe they won't renew TSCC,-1
"Finally watched the rest of The Guild Season 2. I always feel so sorry (and hopeful at the same time) for your char, @feliciaday",-1
@craftjoshua I CAN'T!!! My heart aches for her childrenĘ I wanna adopt alexis,-1
@TicketChoice lunch was going home to rest...not well today,-1
goodnight everyone.,1
@HazelAngeli @V0TR0NĘ too bad Vo got me sick I thinkĘ &amp; I don't even have meds to feel like you.,-1
@SteinmoneyĘ Ę Ę You'll be missed!!Ę Bring me backĘ a keychain!,-1
Only one more day of Jay LenoĘ que sad!,-1
"Just spoke to Keith Urban's record company, we can't get him on the show till we're back from holidaysĘ sorry Jack, we're trying mate!",-1
Honza takes his flight back to the Czech Republic in the morningĘ I'm really going to miss him.,-1
@cocoy @mike_online That's the sad thing about it.,-1
feels disappointed..mahirap talaga mag-supervise ng tao..Ę http://plurk.com/p/wxqwa,-1
Its so Fucking hot! Damn no air conditioning.,-1
@hillaryhatt I never liked that boyĘ Jerms!,-1
watching two of my patients die tonight has put me in a funk. one was young.,-1
"The Aila Cyclone left my house in Calcutta with a broken sunshade, balcony and a huge branch of tree thru our bathroom window.....",-1
@hot30 guys why did paranoid drop out of the countdown?? thats so not fairĘ iv voted heaps for it!!!!!,-1
@NellaGrl not really having a good night... missing my little girl...,-1
Wish I was at sri panwa now,1
@tanyaDlove whats up? im sadĘ you didnt text today.,-1
Tweeting from the tarmac at Cork Airport. Delayed,-1
I hate TweetDeck when it reaches access limits,-1
"this sucks i'm tweetless...and i f'n hate money, why does it have to be an issue",-1
"have to wear my glasses today, cos my right eye is swollen and i don't know why",-1
@lizhodgins I heard your moving to Sydney next year im not happy,-1
dam it keeps rainin on me,-1
Never has a chance of sleeping before midnightĘ my mind is so tired......,-1
happy to b home .. then my mind wanders an I can't sleep,1
weebo is dying,-1
@FrankieTheSats people are patheticĘ how do u know some one is trying?,-1
@ColeDavid hadĘ a little family party tonight Ę hope it rocked,1
Complicated with a dream,-1
"@ddlovato, ahhhhhhh so excited for july 21 (: ecxept stupid australia won't get it til like decembbberrrrrrrrĘ but stilll ahhh! congratss.",1
@kimberlymdg I had fun tonight! I'll leave you with this...Brandi Carlile will be in Dallas today.Ę We should just sneak into the show!,1
"bout to watch notorious cause that's how i'm feelin now. wish i could eat something, but i can't.Ę surgery tomorrow. no food til saturday",-1
Where are all you Motivated/Determined/wannabe sexy successful young professionals!??! I might really have to join a BNI if there is no1!,1
"meh, almost didn't sleep, ain't finished anything, I'm close to cancel the Dokomi",-1
I want a Monte Cristo sandwich sooo... BAd!!!,1
"Awake, no migrane (yey) but tummy is hurting, evil IBS",-1
@hudaaaa eeeeeeeeeeeeee i jealous sia i didnt get to seee,-1
